date;product;machine;week_refill;stock_maxi;cumcount
25/11/2019 08:27;coffee;C;2;280;189
25/11/2019 08:28;coffee;C;2;280;190
25/11/2019 08:31;coffee;A;2;280;203
25/11/2019 08:31;soda;D;2;120;96
25/11/2019 08:32;coffee;D;2;280;173
25/11/2019 08:34;coffee;A;2;280;204
25/11/2019 08:34;coffee;D;2;280;174
25/11/2019 08:37;coffee;C;2;280;191
25/11/2019 08:38;coffee;D;2;280;175
25/11/2019 08:39;coffee;B;2;280;180
25/11/2019 08:42;coffee;A;2;280;205
25/11/2019 08:42;coffee;A;2;280;206
25/11/2019 08:44;coffee;A;2;280;207
25/11/2019 08:44;coffee;A;2;280;208
25/11/2019 08:48;coffee;B;2;280;181
25/11/2019 08:48;soda;D;2;120;97
25/11/2019 08:51;coffee;A;2;280;209
25/11/2019 08:53;coffee;C;2;280;192
25/11/2019 08:54;coffee;B;2;280;182
25/11/2019 08:55;coffee;A;2;280;210
25/11/2019 08:57;coffee;B;2;280;183
25/11/2019 09:01;coffee;D;2;280;176
25/11/2019 09:03;coffee;C;2;280;193
25/11/2019 09:04;coffee;A;2;280;211
25/11/2019 09:06;coffee;B;2;280;184
25/11/2019 09:07;coffee;B;2;280;185
25/11/2019 09:07;coffee;B;2;280;186
25/11/2019 09:07;soda;C;2;120;119
25/11/2019 09:08;coffee;C;2;280;194
25/11/2019 09:10;soda;D;2;120;98
25/11/2019 09:12;coffee;B;2;280;187
25/11/2019 09:15;coffee;A;2;280;212
25/11/2019 09:15;coffee;A;2;280;213
25/11/2019 09:17;coffee;B;2;280;188
25/11/2019 09:18;coffee;A;2;280;214
25/11/2019 09:24;coffee;B;2;280;189
25/11/2019 09:27;soda;A;2;120;108
25/11/2019 09:35;coffee;A;2;280;215
25/11/2019 09:37;coffee;C;2;280;195
25/11/2019 09:37;coffee;A;2;280;216
25/11/2019 09:40;soda;B;2;120;91
25/11/2019 09:42;coffee;D;2;280;177
25/11/2019 09:44;soda;A;2;120;109
25/11/2019 09:44;coffee;C;2;280;196
25/11/2019 09:45;coffee;C;2;280;197
25/11/2019 09:45;coffee;B;2;280;190
25/11/2019 09:48;coffee;A;2;280;217
25/11/2019 09:50;coffee;A;2;280;218
25/11/2019 09:50;coffee;A;2;280;219
25/11/2019 09:51;coffee;D;2;280;178
25/11/2019 09:52;coffee;B;2;280;191
25/11/2019 09:53;coffee;A;2;280;220
25/11/2019 09:53;coffee;C;2;280;198
25/11/2019 09:55;coffee;A;2;280;221
25/11/2019 09:56;soda;B;2;120;92
25/11/2019 09:59;coffee;C;2;280;199
25/11/2019 10:05;coffee;A;2;280;222
25/11/2019 10:06;coffee;A;2;280;223
25/11/2019 10:06;coffee;C;2;280;200
25/11/2019 10:06;coffee;C;2;280;201
25/11/2019 10:09;coffee;B;2;280;192
25/11/2019 10:09;coffee;B;2;280;193
25/11/2019 10:10;coffee;B;2;280;194
25/11/2019 10:11;coffee;A;2;280;224
25/11/2019 10:15;soda;A;2;120;110
25/11/2019 10:16;soda;B;2;120;93
25/11/2019 10:16;coffee;A;2;280;225
25/11/2019 10:17;coffee;C;2;280;202
25/11/2019 10:17;coffee;A;2;280;226
25/11/2019 10:22;coffee;C;2;280;203
25/11/2019 10:24;coffee;C;2;280;204
25/11/2019 10:28;coffee;D;2;280;179
25/11/2019 10:28;coffee;C;2;280;205
25/11/2019 10:28;soda;B;2;120;94
25/11/2019 10:29;coffee;C;2;280;206
25/11/2019 10:31;coffee;D;2;280;180
25/11/2019 10:31;coffee;D;2;280;181
25/11/2019 10:33;coffee;D;2;280;182
25/11/2019 10:35;coffee;B;2;280;195
25/11/2019 10:36;coffee;C;2;280;207
25/11/2019 10:39;coffee;B;2;280;196
25/11/2019 10:42;coffee;B;2;280;197
25/11/2019 10:43;coffee;B;2;280;198
25/11/2019 10:47;coffee;B;2;280;199
25/11/2019 10:48;soda;D;2;120;99
25/11/2019 10:50;coffee;A;2;280;227
25/11/2019 10:54;soda;A;2;120;111
25/11/2019 10:55;coffee;D;2;280;183
25/11/2019 10:56;coffee;B;2;280;200
25/11/2019 10:57;soda;D;2;120;100
25/11/2019 10:57;coffee;D;2;280;184
25/11/2019 11:01;coffee;B;2;280;201
25/11/2019 11:04;coffee;C;2;280;208
25/11/2019 11:05;coffee;A;2;280;228
25/11/2019 11:06;coffee;A;2;280;229
25/11/2019 11:09;coffee;A;2;280;230
25/11/2019 11:11;coffee;C;2;280;209
25/11/2019 11:11;coffee;C;2;280;210
25/11/2019 11:13;coffee;B;2;280;202
25/11/2019 11:17;coffee;B;2;280;203
25/11/2019 11:19;coffee;C;2;280;211
25/11/2019 11:21;coffee;C;2;280;212
25/11/2019 11:21;coffee;C;2;280;213
25/11/2019 11:24;coffee;D;2;280;185
25/11/2019 11:26;coffee;C;2;280;214
25/11/2019 11:26;coffee;C;2;280;215
25/11/2019 11:27;coffee;D;2;280;186
25/11/2019 11:29;coffee;B;2;280;204
25/11/2019 11:30;coffee;B;2;280;205
25/11/2019 11:32;coffee;B;2;280;206
25/11/2019 11:35;soda;A;2;120;112
25/11/2019 11:37;coffee;C;2;280;216
25/11/2019 11:41;coffee;A;2;280;231
25/11/2019 11:43;coffee;A;2;280;232
25/11/2019 11:44;coffee;D;2;280;187
25/11/2019 11:44;soda;D;2;120;101
25/11/2019 11:45;coffee;A;2;280;233
25/11/2019 11:47;coffee;C;2;280;217
25/11/2019 11:47;coffee;B;2;280;207
25/11/2019 11:51;coffee;D;2;280;188
25/11/2019 11:52;coffee;D;2;280;189
25/11/2019 11:53;coffee;A;2;280;234
25/11/2019 11:56;coffee;B;2;280;208
25/11/2019 11:59;coffee;C;2;280;218
25/11/2019 11:59;coffee;A;2;280;235
25/11/2019 12:04;soda;D;2;120;102
25/11/2019 12:05;coffee;A;2;280;236
25/11/2019 12:06;coffee;C;2;280;219
25/11/2019 12:09;coffee;C;2;280;220
25/11/2019 12:11;soda;D;2;120;103
25/11/2019 12:14;coffee;C;2;280;221
25/11/2019 12:14;coffee;D;2;280;190
25/11/2019 12:18;coffee;B;2;280;209
25/11/2019 12:18;soda;D;2;120;104
25/11/2019 12:20;coffee;D;2;280;191
25/11/2019 12:21;coffee;A;2;280;237
25/11/2019 12:27;coffee;C;2;280;222
25/11/2019 12:29;coffee;A;2;280;238
25/11/2019 12:30;coffee;A;2;280;239
25/11/2019 12:36;coffee;B;2;280;210
25/11/2019 12:39;soda;B;2;120;95
25/11/2019 12:41;coffee;A;2;280;240
25/11/2019 12:42;coffee;D;2;280;192
25/11/2019 12:42;coffee;B;2;280;211
25/11/2019 12:51;coffee;B;2;280;212
25/11/2019 12:52;coffee;B;2;280;213
25/11/2019 12:52;coffee;B;2;280;214
25/11/2019 12:56;soda;B;2;120;96
25/11/2019 13:00;coffee;B;2;280;215
25/11/2019 13:02;coffee;B;2;280;216
25/11/2019 13:03;coffee;C;2;280;223
25/11/2019 13:11;coffee;A;2;280;241
25/11/2019 13:12;coffee;B;2;280;217
25/11/2019 13:16;coffee;D;2;280;193
25/11/2019 13:19;coffee;C;2;280;224
25/11/2019 13:22;coffee;D;2;280;194
25/11/2019 13:22;coffee;D;2;280;195
25/11/2019 13:27;coffee;A;2;280;242
25/11/2019 13:27;coffee;B;2;280;218
25/11/2019 13:28;soda;A;2;120;113
25/11/2019 13:30;soda;D;2;120;105
25/11/2019 13:30;coffee;C;2;280;225
25/11/2019 13:30;coffee;B;2;280;219
25/11/2019 13:35;coffee;C;2;280;226
25/11/2019 13:35;coffee;D;2;280;196
25/11/2019 13:37;coffee;B;2;280;220
25/11/2019 13:40;soda;B;2;120;97
25/11/2019 13:41;coffee;C;2;280;227
25/11/2019 13:41;coffee;B;2;280;221
25/11/2019 13:42;coffee;D;2;280;197
25/11/2019 13:44;coffee;B;2;280;222
25/11/2019 13:47;coffee;A;2;280;243
25/11/2019 13:49;coffee;D;2;280;198
25/11/2019 13:50;nrj;B;2;60;39
25/11/2019 13:50;coffee;D;2;280;199
25/11/2019 13:53;soda;B;2;120;98
25/11/2019 13:53;coffee;D;2;280;200
25/11/2019 13:56;coffee;C;2;280;228
25/11/2019 13:57;soda;D;2;120;106
25/11/2019 13:57;coffee;C;2;280;229
25/11/2019 13:58;coffee;D;2;280;201
25/11/2019 13:59;coffee;A;2;280;244
25/11/2019 14:01;soda;D;2;120;107
25/11/2019 14:02;coffee;D;2;280;202
25/11/2019 14:02;coffee;A;2;280;245
25/11/2019 14:02;coffee;A;2;280;246
25/11/2019 14:04;soda;B;2;120;99
25/11/2019 14:07;coffee;A;2;280;247
25/11/2019 14:08;coffee;C;2;280;230
25/11/2019 14:08;coffee;A;2;280;248
25/11/2019 14:13;coffee;D;2;280;203
25/11/2019 14:13;coffee;C;2;280;231
25/11/2019 14:17;coffee;C;2;280;232
25/11/2019 14:21;coffee;A;2;280;249
25/11/2019 14:22;soda;B;2;120;100
25/11/2019 14:22;coffee;D;2;280;204
25/11/2019 14:26;nrj;B;2;60;40
25/11/2019 14:28;coffee;A;2;280;250
25/11/2019 14:32;coffee;D;2;280;205
25/11/2019 14:32;coffee;B;2;280;223
25/11/2019 14:34;soda;D;2;120;108
25/11/2019 14:35;coffee;B;2;280;224
25/11/2019 14:36;coffee;D;2;280;206
25/11/2019 14:39;coffee;A;2;280;251
25/11/2019 14:40;coffee;C;2;280;233
25/11/2019 14:40;coffee;B;2;280;225
25/11/2019 14:47;coffee;C;2;280;234
25/11/2019 14:49;soda;D;2;120;109
25/11/2019 14:57;coffee;A;2;280;252
25/11/2019 15:00;coffee;A;2;280;253
25/11/2019 15:00;coffee;A;2;280;254
25/11/2019 15:04;coffee;B;2;280;226
25/11/2019 15:05;coffee;B;2;280;227
25/11/2019 15:11;soda;B;2;120;101
25/11/2019 15:13;coffee;D;2;280;207
25/11/2019 15:15;soda;A;2;120;114
25/11/2019 15:16;soda;B;2;120;102
25/11/2019 15:17;coffee;B;2;280;228
25/11/2019 15:19;coffee;A;2;280;255
25/11/2019 15:20;coffee;A;2;280;256
25/11/2019 15:22;coffee;D;2;280;208
25/11/2019 15:23;coffee;C;2;280;235
25/11/2019 15:23;coffee;D;2;280;209
25/11/2019 15:28;coffee;D;2;280;210
25/11/2019 15:30;coffee;D;2;280;211
25/11/2019 15:33;soda;D;2;120;110
25/11/2019 15:41;coffee;C;2;280;236
25/11/2019 15:47;soda;D;2;120;111
25/11/2019 15:52;coffee;B;2;280;229
25/11/2019 15:52;coffee;D;2;280;212
25/11/2019 15:52;soda;B;2;120;103
25/11/2019 15:57;coffee;A;2;280;257
25/11/2019 16:00;soda;D;2;120;112
25/11/2019 16:01;coffee;C;2;280;237
25/11/2019 16:05;coffee;D;2;280;213
25/11/2019 16:13;soda;D;2;120;113
25/11/2019 16:17;nrj;D;2;60;49
25/11/2019 16:24;soda;A;2;120;115
25/11/2019 16:26;soda;C;2;120;120
25/11/2019 16:26;coffee;B;2;280;230
25/11/2019 16:28;coffee;B;2;280;231
25/11/2019 16:29;coffee;A;2;280;258
25/11/2019 16:41;nrj;A;2;60;41
25/11/2019 16:42;soda;A;2;120;116
25/11/2019 16:46;coffee;A;2;280;259
25/11/2019 16:46;coffee;C;2;280;238
25/11/2019 16:49;coffee;D;2;280;214
25/11/2019 16:54;coffee;C;2;280;239
25/11/2019 16:55;coffee;D;2;280;215
25/11/2019 16:58;coffee;A;2;280;260
25/11/2019 17:00;coffee;D;2;280;216
25/11/2019 17:01;nrj;D;2;60;50
25/11/2019 17:05;nrj;D;2;60;51
25/11/2019 17:10;soda;D;2;120;114
25/11/2019 17:18;soda;A;2;120;117
25/11/2019 17:21;coffee;A;2;280;261
25/11/2019 17:22;soda;D;2;120;115
25/11/2019 17:23;coffee;A;2;280;262
25/11/2019 17:30;soda;B;2;120;104
25/11/2019 17:34;coffee;B;2;280;232
25/11/2019 17:36;coffee;D;2;280;217
25/11/2019 17:36;coffee;C;2;280;240
25/11/2019 17:40;coffee;D;2;280;218
25/11/2019 17:40;coffee;C;2;280;241
25/11/2019 17:43;coffee;A;2;280;263
25/11/2019 17:48;coffee;D;2;280;219
25/11/2019 18:05;coffee;D;2;280;220
25/11/2019 18:08;soda;B;2;120;105
25/11/2019 18:10;coffee;B;2;280;233
25/11/2019 18:11;nrj;B;2;60;41
25/11/2019 18:17;soda;D;2;120;116
25/11/2019 18:28;coffee;C;2;280;242
25/11/2019 18:29;coffee;A;2;280;264
25/11/2019 19:01;coffee;B;2;280;234
25/11/2019 19:31;nrj;D;2;60;52
25/11/2019 19:31;soda;A;2;120;118
25/11/2019 19:32;soda;B;2;120;106
25/11/2019 19:35;soda;A;2;120;119
25/11/2019 19:42;soda;A;2;120;120
25/11/2019 19:48;coffee;B;2;280;235
25/11/2019 19:50;soda;D;2;120;117
25/11/2019 19:53;nrj;B;2;60;42
25/11/2019 19:58;soda;D;2;120;118
25/11/2019 20:56;soda;D;2;120;119
25/11/2019 20:56;coffee;A;2;280;265
25/11/2019 20:57;coffee;A;2;280;266
25/11/2019 21:08;soda;B;2;120;107
25/11/2019 21:17;nrj;A;2;60;42
25/11/2019 21:24;nrj;A;2;60;43
25/11/2019 21:24;coffee;A;2;280;267
25/11/2019 21:26;soda;B;2;120;108
25/11/2019 21:28;coffee;C;2;280;243
25/11/2019 21:58;nrj;B;2;60;43
25/11/2019 21:59;nrj;B;2;60;44
25/11/2019 22:58;coffee;B;2;280;236
25/11/2019 23:35;coffee;D;2;280;221
25/11/2019 23:42;nrj;A;2;60;44
25/11/2019 23:50;soda;D;2;120;120
26/11/2019 00:01;soda;B;2;120;109
26/11/2019 00:14;coffee;D;2;280;222
26/11/2019 00:55;coffee;D;2;280;223
26/11/2019 00:55;nrj;B;2;60;45
26/11/2019 01:56;coffee;B;2;280;237
26/11/2019 05:09;coffee;D;2;280;224
26/11/2019 05:14;coffee;C;2;280;244
26/11/2019 05:23;coffee;D;2;280;225
26/11/2019 05:25;soda;B;2;120;110
26/11/2019 05:30;coffee;C;2;280;245
26/11/2019 05:36;coffee;B;2;280;238
26/11/2019 05:37;coffee;D;2;280;226
26/11/2019 05:42;coffee;D;2;280;227
26/11/2019 05:47;soda;B;2;120;111
26/11/2019 05:49;coffee;D;2;280;228
26/11/2019 05:49;coffee;C;2;280;246
26/11/2019 05:57;coffee;B;2;280;239
26/11/2019 05:59;coffee;B;2;280;240
26/11/2019 06:07;coffee;D;2;280;229
26/11/2019 06:23;coffee;D;2;280;230
26/11/2019 06:28;coffee;B;2;280;241
26/11/2019 06:34;coffee;C;2;280;247
26/11/2019 06:34;soda;B;2;120;112
26/11/2019 06:38;coffee;D;2;280;231
26/11/2019 06:49;coffee;D;2;280;232
26/11/2019 06:58;coffee;D;2;280;233
26/11/2019 07:00;coffee;B;2;280;242
26/11/2019 07:02;coffee;C;2;280;248
26/11/2019 07:06;soda;B;2;120;113
26/11/2019 07:08;coffee;A;2;280;268
26/11/2019 07:12;coffee;B;2;280;243
26/11/2019 07:12;coffee;D;2;280;234
26/11/2019 07:16;coffee;D;2;280;235
26/11/2019 07:17;coffee;C;2;280;249
26/11/2019 07:24;coffee;C;2;280;250
26/11/2019 07:32;coffee;D;2;280;236
26/11/2019 07:37;coffee;D;2;280;237
26/11/2019 07:38;coffee;C;2;280;251
26/11/2019 07:49;coffee;C;2;280;252
26/11/2019 07:52;coffee;D;2;280;238
26/11/2019 07:54;coffee;A;2;280;269
26/11/2019 07:54;coffee;B;2;280;244
26/11/2019 07:56;coffee;C;2;280;253
26/11/2019 07:58;coffee;C;2;280;254
26/11/2019 08:00;coffee;D;2;280;239
26/11/2019 08:00;coffee;C;2;280;255
26/11/2019 08:01;coffee;B;2;280;245
26/11/2019 08:03;coffee;B;2;280;246
26/11/2019 08:07;coffee;B;2;280;247
26/11/2019 08:08;coffee;B;2;280;248
26/11/2019 08:17;coffee;C;2;280;256
26/11/2019 08:17;coffee;C;2;280;257
26/11/2019 08:19;coffee;D;2;280;240
26/11/2019 08:25;coffee;D;2;280;241
26/11/2019 08:30;coffee;D;2;280;242
26/11/2019 08:32;coffee;D;2;280;243
26/11/2019 08:41;coffee;B;2;280;249
26/11/2019 08:46;coffee;B;2;280;250
26/11/2019 08:48;coffee;C;2;280;258
26/11/2019 08:51;coffee;B;2;280;251
26/11/2019 08:54;coffee;A;2;280;270
26/11/2019 08:54;soda;B;2;120;114
26/11/2019 08:54;coffee;B;2;280;252
26/11/2019 09:04;coffee;C;2;280;259
26/11/2019 09:04;coffee;D;2;280;244
26/11/2019 09:11;coffee;A;2;280;271
26/11/2019 09:12;coffee;C;2;280;260
26/11/2019 09:15;coffee;C;2;280;261
26/11/2019 09:18;coffee;D;2;280;245
26/11/2019 09:31;soda;B;2;120;115
26/11/2019 09:35;coffee;C;2;280;262
26/11/2019 09:39;coffee;D;2;280;246
26/11/2019 09:42;coffee;A;2;280;272
26/11/2019 09:47;coffee;B;2;280;253
26/11/2019 09:51;coffee;B;2;280;254
26/11/2019 09:53;coffee;B;2;280;255
26/11/2019 10:00;coffee;A;2;280;273
26/11/2019 10:05;coffee;B;2;280;256
26/11/2019 10:15;coffee;B;2;280;257
26/11/2019 10:16;coffee;A;2;280;274
26/11/2019 10:18;coffee;B;2;280;258
26/11/2019 10:21;coffee;B;2;280;259
26/11/2019 10:25;coffee;D;2;280;247
26/11/2019 10:40;coffee;C;2;280;263
26/11/2019 10:45;coffee;D;2;280;248
26/11/2019 10:55;coffee;D;2;280;249
26/11/2019 10:55;coffee;C;2;280;264
26/11/2019 10:59;coffee;A;2;280;275
26/11/2019 11:03;coffee;D;2;280;250
26/11/2019 11:05;coffee;B;2;280;260
26/11/2019 11:05;coffee;D;2;280;251
26/11/2019 11:06;coffee;D;2;280;252
26/11/2019 11:06;coffee;B;2;280;261
26/11/2019 11:07;coffee;D;2;280;253
26/11/2019 11:08;coffee;B;2;280;262
26/11/2019 11:13;coffee;D;2;280;254
26/11/2019 11:14;coffee;B;2;280;263
26/11/2019 11:16;coffee;B;2;280;264
26/11/2019 11:27;coffee;D;2;280;255
26/11/2019 11:33;coffee;C;2;280;265
26/11/2019 11:34;coffee;B;2;280;265
26/11/2019 11:42;coffee;B;2;280;266
26/11/2019 11:48;coffee;D;2;280;256
26/11/2019 11:53;coffee;D;2;280;257
26/11/2019 11:59;coffee;B;2;280;267
26/11/2019 11:59;coffee;D;2;280;258
26/11/2019 12:02;coffee;D;2;280;259
26/11/2019 12:04;coffee;C;2;280;266
26/11/2019 12:09;nrj;A;2;60;45
26/11/2019 12:20;coffee;D;2;280;260
26/11/2019 12:24;coffee;C;2;280;267
26/11/2019 12:33;coffee;A;2;280;276
26/11/2019 12:34;coffee;D;2;280;261
26/11/2019 12:35;coffee;C;2;280;268
26/11/2019 12:44;coffee;B;2;280;268
26/11/2019 12:46;coffee;C;2;280;269
26/11/2019 12:53;coffee;C;2;280;270
26/11/2019 12:55;coffee;B;2;280;269
26/11/2019 13:08;coffee;A;2;280;277
26/11/2019 13:09;coffee;B;2;280;270
26/11/2019 13:10;coffee;C;2;280;271
26/11/2019 13:13;coffee;C;2;280;272
26/11/2019 13:15;coffee;D;2;280;262
26/11/2019 13:24;coffee;D;2;280;263
26/11/2019 13:35;coffee;C;2;280;273
26/11/2019 13:42;coffee;A;2;280;278
26/11/2019 13:54;coffee;B;2;280;271
26/11/2019 13:55;coffee;C;2;280;274
26/11/2019 13:56;coffee;B;2;280;272
26/11/2019 13:56;coffee;A;2;280;279
26/11/2019 13:58;coffee;D;2;280;264
26/11/2019 14:00;coffee;D;2;280;265
26/11/2019 14:05;coffee;D;2;280;266
26/11/2019 14:07;coffee;D;2;280;267
26/11/2019 14:18;coffee;D;2;280;268
26/11/2019 14:19;coffee;D;2;280;269
26/11/2019 14:28;coffee;B;2;280;273
26/11/2019 14:31;coffee;B;2;280;274
26/11/2019 14:38;coffee;C;2;280;275
26/11/2019 15:01;coffee;C;2;280;276
26/11/2019 15:11;coffee;D;2;280;270
26/11/2019 15:21;coffee;C;2;280;277
26/11/2019 15:22;coffee;B;2;280;275
26/11/2019 15:26;coffee;D;2;280;271
26/11/2019 15:26;coffee;A;2;280;280
26/11/2019 15:27;coffee;B;2;280;276
26/11/2019 15:30;coffee;C;2;280;278
26/11/2019 15:35;coffee;D;2;280;272
26/11/2019 15:44;nrj;B;2;60;46
26/11/2019 15:56;coffee;D;2;280;273
26/11/2019 15:58;coffee;B;2;280;277
26/11/2019 16:08;coffee;D;2;280;274
26/11/2019 16:27;coffee;D;2;280;275
26/11/2019 16:41;nrj;B;2;60;47
26/11/2019 16:42;coffee;B;2;280;278
26/11/2019 17:05;nrj;D;2;60;53
26/11/2019 17:19;coffee;C;2;280;279
26/11/2019 17:30;coffee;B;2;280;279
26/11/2019 17:45;nrj;A;2;60;46
26/11/2019 17:51;soda;B;2;120;116
26/11/2019 18:06;nrj;B;2;60;48
26/11/2019 18:07;nrj;B;2;60;49
26/11/2019 18:55;coffee;D;2;280;276
26/11/2019 19:00;nrj;D;2;60;54
26/11/2019 19:15;coffee;D;2;280;277
26/11/2019 19:36;nrj;A;2;60;47
26/11/2019 20:03;soda;B;2;120;117
26/11/2019 20:12;coffee;C;2;280;280
26/11/2019 20:15;nrj;D;2;60;55
26/11/2019 20:24;coffee;D;2;280;278
26/11/2019 20:35;soda;B;2;120;118
26/11/2019 20:41;nrj;B;2;60;50
26/11/2019 20:42;soda;B;2;120;119
26/11/2019 20:49;nrj;D;2;60;56
26/11/2019 21:35;coffee;B;2;280;280
26/11/2019 22:05;coffee;D;2;280;279
26/11/2019 22:20;nrj;B;2;60;51
26/11/2019 22:33;nrj;A;2;60;48
26/11/2019 22:42;nrj;D;2;60;57
26/11/2019 23:30;nrj;B;2;60;52
26/11/2019 23:56;coffee;D;2;280;280
27/11/2019 15:26;nrj;A;2;60;49
27/11/2019 15:54;nrj;A;2;60;50
27/11/2019 15:55;nrj;A;2;60;51
27/11/2019 16:08;nrj;D;2;60;58
27/11/2019 16:34;nrj;A;2;60;52
27/11/2019 16:38;nrj;B;2;60;53
27/11/2019 17:37;nrj;A;2;60;53
27/11/2019 17:50;nrj;B;2;60;54
27/11/2019 18:29;nrj;D;2;60;59
27/11/2019 19:19;nrj;D;2;60;60
27/11/2019 19:41;nrj;B;2;60;55
27/11/2019 21:34;nrj;B;2;60;56
27/11/2019 22:32;nrj;B;2;60;57
27/11/2019 23:40;nrj;B;2;60;58
27/11/2019 23:59;nrj;B;2;60;59
28/11/2019 00:01;nrj;A;2;60;54
28/11/2019 00:03;nrj;B;2;60;60
28/11/2019 11:54;refill;A;3;0;0
28/11/2019 12:00;coffee;A;3;280;1
28/11/2019 12:01;coffee;A;3;280;2
28/11/2019 12:03;coffee;A;3;280;3
28/11/2019 12:10;coffee;A;3;280;4
28/11/2019 12:13;coffee;A;3;280;5
28/11/2019 12:32;soda;A;3;120;1
28/11/2019 12:40;soda;A;3;120;2
28/11/2019 12:54;refill;B;3;0;0
28/11/2019 12:55;coffee;A;3;280;6
28/11/2019 12:55;soda;A;3;120;3
28/11/2019 12:56;coffee;A;3;280;7
28/11/2019 13:07;coffee;A;3;280;8
28/11/2019 13:07;soda;B;3;120;1
28/11/2019 13:09;coffee;B;3;280;1
28/11/2019 13:10;coffee;B;3;280;2
28/11/2019 13:21;soda;B;3;120;2
28/11/2019 13:28;coffee;B;3;280;3
28/11/2019 13:34;soda;A;3;120;4
28/11/2019 13:39;coffee;B;3;280;4
28/11/2019 13:43;coffee;B;3;280;5
28/11/2019 13:47;soda;B;3;120;3
28/11/2019 13:50;refill;C;3;0;0
28/11/2019 13:55;soda;A;3;120;5
28/11/2019 13:56;soda;B;3;120;4
28/11/2019 13:57;coffee;B;3;280;6
28/11/2019 14:02;soda;A;3;120;6
28/11/2019 14:03;coffee;C;3;280;1
28/11/2019 14:03;nrj;B;3;60;1
28/11/2019 14:03;coffee;A;3;280;9
28/11/2019 14:05;coffee;B;3;280;7
28/11/2019 14:05;coffee;C;3;280;2
28/11/2019 14:06;coffee;A;3;280;10
28/11/2019 14:07;coffee;A;3;280;11
28/11/2019 14:07;soda;B;3;120;5
28/11/2019 14:07;coffee;C;3;280;3
28/11/2019 14:09;coffee;B;3;280;8
28/11/2019 14:09;coffee;C;3;280;4
28/11/2019 14:11;soda;B;3;120;6
28/11/2019 14:11;coffee;C;3;280;5
28/11/2019 14:11;coffee;A;3;280;12
28/11/2019 14:11;soda;A;3;120;7
28/11/2019 14:21;coffee;C;3;280;6
28/11/2019 14:21;coffee;B;3;280;9
28/11/2019 14:31;soda;C;3;120;1
28/11/2019 14:33;coffee;A;3;280;13
28/11/2019 14:34;coffee;B;3;280;10
28/11/2019 14:36;coffee;B;3;280;11
28/11/2019 14:36;coffee;B;3;280;12
28/11/2019 14:37;coffee;A;3;280;14
28/11/2019 14:38;coffee;C;3;280;7
28/11/2019 14:47;coffee;B;3;280;13
28/11/2019 14:47;coffee;A;3;280;15
28/11/2019 14:47;coffee;B;3;280;14
28/11/2019 14:56;soda;A;3;120;8
28/11/2019 15:00;refill;D;3;0;0
28/11/2019 15:03;coffee;B;3;280;15
28/11/2019 15:05;coffee;C;3;280;8
28/11/2019 15:06;soda;A;3;120;9
28/11/2019 15:06;soda;C;3;120;2
28/11/2019 15:07;coffee;B;3;280;16
28/11/2019 15:08;nrj;D;3;60;1
28/11/2019 15:10;nrj;D;3;60;2
28/11/2019 15:11;coffee;C;3;280;9
28/11/2019 15:11;soda;B;3;120;7
28/11/2019 15:11;soda;D;3;120;1
28/11/2019 15:12;coffee;D;3;280;1
28/11/2019 15:15;coffee;C;3;280;10
28/11/2019 15:22;soda;D;3;120;2
28/11/2019 15:23;coffee;B;3;280;17
28/11/2019 15:23;soda;B;3;120;8
28/11/2019 15:25;coffee;D;3;280;2
28/11/2019 15:27;coffee;C;3;280;11
28/11/2019 15:30;coffee;C;3;280;12
28/11/2019 15:35;coffee;A;3;280;16
28/11/2019 15:36;soda;B;3;120;9
28/11/2019 15:48;soda;D;3;120;3
28/11/2019 15:49;coffee;C;3;280;13
28/11/2019 15:50;coffee;C;3;280;14
28/11/2019 15:52;coffee;B;3;280;18
28/11/2019 15:55;coffee;B;3;280;19
28/11/2019 15:59;nrj;B;3;60;2
28/11/2019 16:01;coffee;A;3;280;17
28/11/2019 16:02;coffee;A;3;280;18
28/11/2019 16:05;coffee;B;3;280;20
28/11/2019 16:06;soda;D;3;120;4
28/11/2019 16:10;soda;A;3;120;10
28/11/2019 16:12;coffee;B;3;280;21
28/11/2019 16:19;coffee;B;3;280;22
28/11/2019 16:29;coffee;A;3;280;19
28/11/2019 16:38;coffee;B;3;280;23
28/11/2019 16:38;soda;A;3;120;11
28/11/2019 16:52;coffee;C;3;280;15
28/11/2019 16:56;nrj;C;3;60;1
28/11/2019 16:57;soda;C;3;120;3
28/11/2019 17:05;coffee;B;3;280;24
28/11/2019 17:06;coffee;C;3;280;16
28/11/2019 17:07;coffee;C;3;280;17
28/11/2019 17:08;coffee;D;3;280;3
28/11/2019 17:11;soda;D;3;120;5
28/11/2019 17:13;soda;D;3;120;6
28/11/2019 17:16;coffee;D;3;280;4
28/11/2019 17:17;soda;B;3;120;10
28/11/2019 17:19;coffee;D;3;280;5
28/11/2019 17:21;soda;C;3;120;4
28/11/2019 17:26;coffee;B;3;280;25
28/11/2019 17:29;coffee;A;3;280;20
28/11/2019 17:30;soda;B;3;120;11
28/11/2019 17:50;nrj;B;3;60;3
28/11/2019 17:51;nrj;C;3;60;2
28/11/2019 17:57;soda;D;3;120;7
28/11/2019 18:04;soda;D;3;120;8
28/11/2019 18:04;nrj;A;3;60;1
28/11/2019 18:10;coffee;D;3;280;6
28/11/2019 18:14;coffee;D;3;280;7
28/11/2019 18:17;soda;D;3;120;9
